Fecha,Producto,Unidad de Medida,Precio Mínimo,Precio Máximo
2022-05-04,Calabacita Italiana,1Kg,15.00,25.00
2022-05-04,Chile poblano,1Kg,25.00,45.00
2022-05-04,Chile serrano,1Kg,20.00,40.00
2022-05-04,Cebolla bola,1Kg,15.00,18.00
2022-05-04,Chayote sin espina,1Kg,15.00,28.00
2022-05-04,Jitomate Saladette,1Kg,15.00,25.00
2022-05-04,Lechuga romana,1Kg,10.00,16.00
2022-05-04,Papa alpha,1Kg,15.00,18.00
2022-05-04,Pepino,1Kg,13.00,25.00
2022-05-04,Tomate verde,1Kg,11.00,15.00
2022-05-04,Zanahoria mediana,1Kg,10.00,15.00
2022-05-05,Aceite Mixto,1Kg,46.00,50.00
2022-05-05,Arroz largo,1Kg,18.00,26.00
2022-05-05,Azúcar Estándar,1Kg,36.00,40.00
2022-05-05,Harina de Trigo,1Kg,20.00,25.00
2022-05-05,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-05,Frijol Negro,1Kg,25.00,26.00
2022-05-05,Huevo Blanco,1Kg,38.00,40.00
2022-05-05,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-05,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-05,Aguacate Hass,1Kg,100.00,120.00
2022-05-05,Limón con semilla,1Kg,18.00,25.00
2022-05-05,Guayaba,1Kg,20.00,35.00
2022-05-05,Manzana Golden,1Kg,40.00,50.00
2022-05-05,Manzana Starking,1Kg,45.00,50.00
2022-05-05,Naranja mediana,1Kg,10.00,15.00
2022-05-05,Papaya maradol,1Kg,18.00,23.00
2022-05-05,Piña,1Kg,12.00,16.00
2022-05-05,Plátano,1Kg,15.00,20.00
2022-05-05,Sandía,1Kg,8.00,13.00
2022-05-05,Calabacita Italiana,1Kg,13.00,20.00
2022-05-05,Chile poblano,1Kg,25.00,45.00
2022-05-05,Chile serrano,1Kg,20.00,40.00
2022-05-05,Cebolla bola,1Kg,12.00,18.00
2022-05-05,Chayote sin espina,1Kg,18.00,25.00
2022-05-05,Jitomate Saladette,1Kg,19.00,23.00
2022-05-05,Lechuga romana,1Kg,10.00,20.00
2022-05-05,Papa alpha,1Kg,15.00,18.00
2022-05-05,Pepino,1Kg,13.00,20.00
2022-05-05,Tomate verde,1Kg,12.00,18.00
2022-05-05,Zanahoria mediana,1Kg,8.00,15.00
2022-05-06,Aceite Mixto,1Kg,46.00,50.00
2022-05-06,Arroz largo,1Kg,18.00,26.00
2022-05-06,Azúcar Estándar,1Kg,36.00,40.00
2022-05-06,Harina de Trigo,1Kg,20.00,25.00
2022-05-06,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-06,Frijol Negro,1Kg,25.00,26.00
2022-05-06,Huevo Blanco,1Kg,38.00,40.00
2022-05-06,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-06,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-06,Aguacate Hass,1Kg,100.00,120.00
2022-05-06,Limón con semilla,1Kg,18.00,30.00
2022-05-06,Guayaba,1Kg,20.00,30.00
2022-05-06,Manzana Golden,1Kg,40.00,50.00
2022-05-06,Manzana Starking,1Kg,45.00,50.00
2022-05-06,Naranja mediana,1Kg,10.00,15.00
2022-05-06,Papaya maradol,1Kg,15.00,23.00
2022-05-06,Piña,1Kg,10.00,16.00
2022-05-06,Plátano,1Kg,15.00,20.00
2022-05-06,Sandía,1Kg,8.00,13.00
2022-05-06,Calabacita Italiana,1Kg,13.00,20.00
2022-05-06,Chile poblano,1Kg,22.00,45.00
2022-05-06,Chile serrano,1Kg,20.00,40.00
2022-05-06,Cebolla bola,1Kg,12.00,18.00
2022-05-06,Chayote sin espina,1Kg,18.00,25.00
2022-05-06,Jitomate Saladette,1Kg,18.00,22.00
2022-05-06,Lechuga romana,1Kg,10.00,17.00
2022-05-06,Papa alpha,1Kg,15.00,18.00
2022-05-06,Pepino,1Kg,13.00,20.00
2022-05-06,Tomate verde,1Kg,12.00,18.00
2022-05-06,Zanahoria mediana,1Kg,10.00,15.00
2022-05-07,Aceite Mixto,1Kg,46.00,50.00
2022-05-07,Arroz largo,1Kg,18.00,26.00
2022-05-07,Azúcar Estándar,1Kg,36.00,40.00
2022-05-07,Harina de Trigo,1Kg,20.00,25.00
2022-05-07,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-07,Frijol Negro,1Kg,25.00,26.00
2022-05-07,Huevo Blanco,1Kg,38.00,40.00
2022-05-07,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-07,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-07,Aguacate Hass,1Kg,100.00,120.00
2022-05-07,Limón con semilla,1Kg,18.00,30.00
2022-05-07,Guayaba,1Kg,20.00,30.00
2022-05-07,Manzana Golden,1Kg,40.00,50.00
2022-05-07,Manzana Starking,1Kg,45.00,50.00
2022-05-07,Naranja mediana,1Kg,10.00,15.00
2022-05-07,Papaya maradol,1Kg,15.00,23.00
2022-05-07,Piña,1Kg,10.00,16.00
2022-05-07,Plátano,1Kg,15.00,20.00
2022-05-07,Sandía,1Kg,8.00,13.00
2022-05-07,Calabacita Italiana,1Kg,13.00,20.00
2022-05-07,Chile poblano,1Kg,22.00,45.00
2022-05-07,Chile serrano,1Kg,20.00,40.00
2022-05-07,Cebolla bola,1Kg,12.00,18.00
2022-05-07,Chayote sin espina,1Kg,18.00,25.00
2022-05-07,Jitomate Saladette,1Kg,18.00,22.00
2022-05-07,Lechuga romana,1Kg,10.00,17.00
2022-05-07,Papa alpha,1Kg,15.00,18.00
2022-05-07,Pepino,1Kg,13.00,20.00
2022-05-07,Tomate verde,1Kg,12.00,18.00
2022-05-07,Zanahoria mediana,1Kg,10.00,15.00
2022-05-08,Aceite Mixto,1Kg,46.00,50.00
2022-05-08,Arroz largo,1Kg,18.00,26.00
2022-05-08,Azúcar Estándar,1Kg,36.00,40.00
2022-05-08,Harina de Trigo,1Kg,20.00,25.00
2022-05-08,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-08,Frijol Negro,1Kg,25.00,26.00
2022-05-08,Huevo Blanco,1Kg,38.00,40.00
2022-05-08,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-08,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-08,Aguacate Hass,1Kg,100.00,120.00
2022-05-08,Limón con semilla,1Kg,18.00,30.00
2022-05-08,Guayaba,1Kg,20.00,30.00
2022-05-08,Manzana Golden,1Kg,40.00,50.00
2022-05-08,Manzana Starking,1Kg,45.00,50.00
2022-05-08,Naranja mediana,1Kg,10.00,15.00
2022-05-08,Papaya maradol,1Kg,15.00,23.00
2022-05-08,Piña,1Kg,10.00,16.00
2022-05-08,Plátano,1Kg,15.00,20.00
2022-05-08,Sandía,1Kg,8.00,13.00
2022-05-08,Calabacita Italiana,1Kg,13.00,20.00
2022-05-08,Chile poblano,1Kg,22.00,45.00
2022-05-08,Chile serrano,1Kg,20.00,40.00
2022-05-08,Cebolla bola,1Kg,12.00,18.00
2022-05-08,Chayote sin espina,1Kg,18.00,25.00
2022-05-08,Jitomate Saladette,1Kg,18.00,22.00
2022-05-08,Lechuga romana,1Kg,10.00,17.00
2022-05-08,Papa alpha,1Kg,15.00,18.00
2022-05-08,Pepino,1Kg,13.00,20.00
2022-05-08,Tomate verde,1Kg,12.00,18.00
2022-05-08,Zanahoria mediana,1Kg,10.00,15.00
2022-05-09,Aceite Mixto,1Kg,46.00,50.00
2022-05-09,Arroz largo,1Kg,18.00,26.00
2022-05-09,Azúcar Estándar,1Kg,36.00,40.00
2022-05-09,Harina de Trigo,1Kg,20.00,25.00
2022-05-09,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-09,Frijol Negro,1Kg,25.00,28.00
2022-05-09,Huevo Blanco,1Kg,38.00,40.00
2022-05-09,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-09,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-09,Aguacate Hass,1Kg,100.00,120.00
2022-05-09,Limón con semilla,1Kg,16.00,25.00
2022-05-09,Guayaba,1Kg,25.00,30.00
2022-05-09,Manzana Golden,1Kg,40.00,50.00
2022-05-09,Manzana Starking,1Kg,45.00,50.00
2022-05-09,Naranja mediana,1Kg,10.00,15.00
2022-05-09,Papaya maradol,1Kg,18.00,23.00
2022-05-09,Piña,1Kg,10.00,16.00
2022-05-09,Plátano,1Kg,15.00,20.00
2022-05-09,Sandía,1Kg,8.00,13.00
2022-05-09,Calabacita Italiana,1Kg,15.00,175.00
2022-05-09,Chile poblano,1Kg,23.00,45.00
2022-05-09,Chile serrano,1Kg,22.00,40.00
2022-05-09,Cebolla bola,1Kg,12.00,18.00
2022-05-09,Chayote sin espina,1Kg,18.00,25.00
2022-05-09,Jitomate Saladette,1Kg,16.00,25.00
2022-05-09,Lechuga romana,1Kg,10.00,16.00
2022-05-09,Papa alpha,1Kg,16.00,25.00
2022-05-09,Pepino,1Kg,16.00,25.00
2022-05-09,Tomate verde,1Kg,16.00,25.00
2022-05-09,Zanahoria mediana,1Kg,16.00,25.00
2022-05-10,Aceite Mixto,1Kg,46.00,50.00
2022-05-10,Arroz largo,1Kg,18.00,26.00
2022-05-10,Azúcar Estándar,1Kg,36.00,40.00
2022-05-10,Harina de Trigo,1Kg,20.00,25.00
2022-05-10,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-10,Frijol Negro,1Kg,25.00,28.00
2022-05-10,Huevo Blanco,1Kg,38.00,40.00
2022-05-10,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-10,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-10,Aguacate Hass,1Kg,100.00,120.00
2022-05-10,Limón con semilla,1Kg,16.00,25.00
2022-05-10,Guayaba,1Kg,25.00,30.00
2022-05-10,Manzana Golden,1Kg,40.00,50.00
2022-05-10,Manzana Starking,1Kg,45.00,50.00
2022-05-10,Naranja mediana,1Kg,10.00,15.00
2022-05-10,Papaya maradol,1Kg,18.00,23.00
2022-05-10,Piña,1Kg,10.00,16.00
2022-05-10,Plátano,1Kg,15.00,20.00
2022-05-10,Sandía,1Kg,8.00,13.00
2022-05-10,Calabacita Italiana,1Kg,15.00,175.00
2022-05-10,Chile poblano,1Kg,23.00,45.00
2022-05-10,Chile serrano,1Kg,22.00,40.00
2022-05-10,Cebolla bola,1Kg,12.00,18.00
2022-05-10,Chayote sin espina,1Kg,18.00,25.00
2022-05-10,Jitomate Saladette,1Kg,16.00,25.00
2022-05-10,Lechuga romana,1Kg,10.00,16.00
2022-05-10,Papa alpha,1Kg,16.00,25.00
2022-05-10,Pepino,1Kg,16.00,25.00
2022-05-10,Tomate verde,1Kg,16.00,25.00
2022-05-10,Zanahoria mediana,1Kg,16.00,25.00
2022-05-11,Aceite Mixto,1Kg,46.00,50.00
2022-05-11,Arroz largo,1Kg,20.00,26.00
2022-05-11,Azúcar Estándar,1Kg,36.00,40.00
2022-05-11,Harina de Trigo,1Kg,20.00,25.00
2022-05-11,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-11,Frijol Negro,1Kg,25.00,28.00
2022-05-11,Huevo Blanco,1Kg,38.00,40.00
2022-05-11,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-11,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-11,Aguacate Hass,1Kg,100.00,120.00
2022-05-11,Limón con semilla,1Kg,15.00,25.00
2022-05-11,Guayaba,1Kg,23.00,30.00
2022-05-11,Manzana Golden,1Kg,40.00,50.00
2022-05-11,Manzana Starking,1Kg,45.00,50.00
2022-05-11,Naranja mediana,1Kg,10.00,15.00
2022-05-11,Papaya maradol,1Kg,16.00,23.00
2022-05-11,Piña,1Kg,10.00,16.00
2022-05-11,Plátano,1Kg,14.00,17.00
2022-05-11,Sandía,1Kg,8.00,12.00
2022-05-11,Calabacita Italiana,1Kg,10.00,20.00
2022-05-11,Chile poblano,1Kg,25.00,40.00
2022-05-11,Chile serrano,1Kg,20.00,30.00
2022-05-11,Cebolla bola,1Kg,12.00,15.00
2022-05-11,Chayote sin espina,1Kg,16.00,25.00
2022-05-11,Jitomate Saladette,1Kg,16.00,25.00
2022-05-11,Lechuga romana,1Kg,10.00,15.00
2022-05-11,Papa alpha,1Kg,16.00,18.00
2022-05-11,Pepino,1Kg,8.00,15.00
2022-05-11,Tomate verde,1Kg,10.00,18.00
2022-05-11,Zanahoria mediana,1Kg,12.00,15.00
2022-05-12,Aceite Mixto,1Kg,46.00,50.00
2022-05-12,Arroz largo,1Kg,20.00,26.00
2022-05-12,Azúcar Estándar,1Kg,36.00,40.00
2022-05-12,Harina de Trigo,1Kg,20.00,25.00
2022-05-12,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-12,Frijol Negro,1Kg,25.00,28.00
2022-05-12,Huevo Blanco,1Kg,38.00,40.00
2022-05-12,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-12,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-12,Aguacate Hass,1Kg,100.00,120.00
2022-05-12,Limón con semilla,1Kg,15.00,25.00
2022-05-12,Guayaba,1Kg,23.00,30.00
2022-05-12,Manzana Golden,1Kg,40.00,50.00
2022-05-12,Manzana Starking,1Kg,45.00,50.00
2022-05-12,Naranja mediana,1Kg,10.00,15.00
2022-05-12,Papaya maradol,1Kg,15.00,23.00
2022-05-12,Piña,1Kg,10.00,18.00
2022-05-12,Plátano,1Kg,14.00,17.00
2022-05-12,Sandía,1Kg,8.00,13.00
2022-05-12,Calabacita Italiana,1Kg,10.00,25.00
2022-05-12,Chile poblano,1Kg,28.00,45.00
2022-05-12,Chile serrano,1Kg,20.00,35.00
2022-05-12,Cebolla bola,1Kg,12.00,15.00
2022-05-12,Chayote sin espina,1Kg,15.00,25.00
2022-05-12,Jitomate Saladette,1Kg,16.00,25.00
2022-05-12,Lechuga romana,1Kg,10.00,17.00
2022-05-12,Papa alpha,1Kg,16.00,18.00
2022-05-12,Pepino,1Kg,10.00,20.00
2022-05-12,Tomate verde,1Kg,10.00,15.00
2022-05-12,Zanahoria mediana,1Kg,8.00,12.00
2022-05-13,Aceite Mixto,1Kg,46.00,50.00
2022-05-13,Arroz largo,1Kg,20.00,26.00
2022-05-13,Azúcar Estándar,1Kg,36.00,40.00
2022-05-13,Harina de Trigo,1Kg,20.00,25.00
2022-05-13,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-13,Frijol Negro,1Kg,25.00,28.00
2022-05-13,Huevo Blanco,1Kg,39.00,40.00
2022-05-13,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-13,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-13,Aguacate Hass,1Kg,110.00,120.00
2022-05-13,Limón con semilla,1Kg,15.00,22.00
2022-05-13,Guayaba,1Kg,23.00,30.00
2022-05-13,Manzana Golden,1Kg,40.00,50.00
2022-05-13,Manzana Starking,1Kg,45.00,50.00
2022-05-13,Naranja mediana,1Kg,10.00,15.00
2022-05-13,Papaya maradol,1Kg,15.00,23.00
2022-05-13,Piña,1Kg,10.00,18.00
2022-05-13,Plátano,1Kg,14.00,17.00
2022-05-13,Sandía,1Kg,8.00,13.00
2022-05-13,Calabacita Italiana,1Kg,10.00,25.00
2022-05-13,Chile poblano,1Kg,28.00,45.00
2022-05-13,Chile serrano,1Kg,22.00,35.00
2022-05-13,Cebolla bola,1Kg,12.00,15.00
2022-05-13,Chayote sin espina,1Kg,15.00,25.00
2022-05-13,Jitomate Saladette,1Kg,16.00,25.00
2022-05-13,Lechuga romana,1Kg,10.00,15.00
2022-05-13,Papa alpha,1Kg,17.00,18.00
2022-05-13,Pepino,1Kg,10.00,20.00
2022-05-13,Tomate verde,1Kg,10.00,15.00
2022-05-13,Zanahoria mediana,1Kg,8.00,12.00
2022-05-14,Aceite Mixto,1Kg,46.00,50.00
2022-05-14,Arroz largo,1Kg,20.00,26.00
2022-05-14,Azúcar Estándar,1Kg,36.00,40.00
2022-05-14,Harina de Trigo,1Kg,20.00,25.00
2022-05-14,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-14,Frijol Negro,1Kg,25.00,28.00
2022-05-14,Huevo Blanco,1Kg,39.00,40.00
2022-05-14,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-14,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-14,Aguacate Hass,1Kg,110.00,120.00
2022-05-14,Limón con semilla,1Kg,15.00,22.00
2022-05-14,Guayaba,1Kg,23.00,30.00
2022-05-14,Manzana Golden,1Kg,40.00,50.00
2022-05-14,Manzana Starking,1Kg,45.00,50.00
2022-05-14,Naranja mediana,1Kg,10.00,15.00
2022-05-14,Papaya maradol,1Kg,15.00,23.00
2022-05-14,Piña,1Kg,10.00,18.00
2022-05-14,Plátano,1Kg,14.00,17.00
2022-05-14,Sandía,1Kg,8.00,13.00
2022-05-14,Calabacita Italiana,1Kg,10.00,25.00
2022-05-14,Chile poblano,1Kg,28.00,45.00
2022-05-14,Chile serrano,1Kg,22.00,35.00
2022-05-14,Cebolla bola,1Kg,12.00,15.00
2022-05-14,Chayote sin espina,1Kg,15.00,25.00
2022-05-14,Jitomate Saladette,1Kg,16.00,25.00
2022-05-14,Lechuga romana,1Kg,10.00,15.00
2022-05-14,Papa alpha,1Kg,17.00,18.00
2022-05-14,Pepino,1Kg,10.00,20.00
2022-05-14,Tomate verde,1Kg,10.00,15.00
2022-05-14,Zanahoria mediana,1Kg,8.00,12.00
2022-05-15,Aceite Mixto,1Kg,46.00,50.00
2022-05-15,Arroz largo,1Kg,20.00,26.00
2022-05-15,Azúcar Estándar,1Kg,36.00,40.00
2022-05-15,Harina de Trigo,1Kg,20.00,25.00
2022-05-15,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-15,Frijol Negro,1Kg,25.00,28.00
2022-05-15,Huevo Blanco,1Kg,39.00,40.00
2022-05-15,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-15,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-15,Aguacate Hass,1Kg,110.00,120.00
2022-05-15,Limón con semilla,1Kg,15.00,22.00
2022-05-15,Guayaba,1Kg,23.00,30.00
2022-05-15,Manzana Golden,1Kg,40.00,50.00
2022-05-15,Manzana Starking,1Kg,45.00,50.00
2022-05-15,Naranja mediana,1Kg,10.00,15.00
2022-05-15,Papaya maradol,1Kg,15.00,23.00
2022-05-15,Piña,1Kg,10.00,18.00
2022-05-15,Plátano,1Kg,14.00,17.00
2022-05-15,Sandía,1Kg,8.00,13.00
2022-05-15,Calabacita Italiana,1Kg,10.00,25.00
2022-05-15,Chile poblano,1Kg,28.00,45.00
2022-05-15,Chile serrano,1Kg,22.00,35.00
2022-05-15,Cebolla bola,1Kg,12.00,15.00
2022-05-15,Chayote sin espina,1Kg,15.00,25.00
2022-05-15,Jitomate Saladette,1Kg,16.00,25.00
2022-05-15,Lechuga romana,1Kg,10.00,15.00
2022-05-15,Papa alpha,1Kg,17.00,18.00
2022-05-15,Pepino,1Kg,10.00,20.00
2022-05-15,Tomate verde,1Kg,10.00,15.00
2022-05-15,Zanahoria mediana,1Kg,8.00,12.00
2022-05-16,Aceite Mixto,1Kg,48.00,50.00
2022-05-16,Arroz largo,1Kg,20.00,26.00
2022-05-16,Azúcar Estándar,1Kg,36.00,40.00
2022-05-16,Harina de Trigo,1Kg,20.00,25.00
2022-05-16,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-16,Frijol Negro,1Kg,25.00,28.00
2022-05-16,Huevo Blanco,1Kg,39.00,40.00
2022-05-16,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-16,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-16,Aguacate Hass,1Kg,100.00,120.00
2022-05-16,Limón con semilla,1Kg,15.00,22.00
2022-05-16,Guayaba,1Kg,20.00,30.00
2022-05-16,Manzana Golden,1Kg,40.00,50.00
2022-05-16,Manzana Starking,1Kg,45.00,50.00
2022-05-16,Naranja mediana,1Kg,10.00,15.00
2022-05-16,Papaya maradol,1Kg,15.00,20.00
2022-05-16,Piña,1Kg,10.00,16.00
2022-05-16,Plátano,1Kg,15.00,17.00
2022-05-16,Sandía,1Kg,8.00,13.00
2022-05-16,Calabacita Italiana,1Kg,13.00,20.00
2022-05-16,Chile poblano,1Kg,27.00,40.00
2022-05-16,Chile serrano,1Kg,20.00,35.00
2022-05-16,Cebolla bola,1Kg,11.00,15.00
2022-05-16,Chayote sin espina,1Kg,18.00,28.00
2022-05-16,Jitomate Saladette,1Kg,13.00,23.00
2022-05-16,Lechuga romana,1Kg,10.00,15.00
2022-05-16,Papa alpha,1Kg,18.00,23.00
2022-05-16,Pepino,1Kg,10.00,15.00
2022-05-16,Tomate verde,1Kg,8.00,15.00
2022-05-16,Zanahoria mediana,1Kg,8.00,12.00
2022-05-17,Aceite Mixto,1Kg,48.00,50.00
2022-05-17,Arroz largo,1Kg,20.00,26.00
2022-05-17,Azúcar Estándar,1Kg,36.00,40.00
2022-05-17,Harina de Trigo,1Kg,20.00,25.00
2022-05-17,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-17,Frijol Negro,1Kg,25.00,28.00
2022-05-17,Huevo Blanco,1Kg,38.00,40.00
2022-05-17,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-17,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-17,Aguacate Hass,1Kg,100.00,120.00
2022-05-17,Limón con semilla,1Kg,15.00,20.00
2022-05-17,Guayaba,1Kg,20.00,30.00
2022-05-17,Manzana Golden,1Kg,40.00,50.00
2022-05-17,Manzana Starking,1Kg,45.00,50.00
2022-05-17,Naranja mediana,1Kg,10.00,15.00
2022-05-17,Papaya maradol,1Kg,12.00,23.00
2022-05-17,Piña,1Kg,10.00,16.00
2022-05-17,Plátano,1Kg,15.00,18.00
2022-05-17,Sandía,1Kg,8.00,13.00
2022-05-17,Calabacita Italiana,1Kg,10.00,25.00
2022-05-17,Chile poblano,1Kg,25.00,40.00
2022-05-17,Chile serrano,1Kg,20.00,35.00
2022-05-17,Cebolla bola,1Kg,11.00,15.00
2022-05-17,Chayote sin espina,1Kg,18.00,30.00
2022-05-17,Jitomate Saladette,1Kg,18.00,23.00
2022-05-17,Lechuga romana,1Kg,12.00,15.00
2022-05-17,Papa alpha,1Kg,18.00,23.00
2022-05-17,Pepino,1Kg,10.00,15.00
2022-05-17,Tomate verde,1Kg,10.00,15.00
2022-05-17,Zanahoria mediana,1Kg,8.00,12.00
2022-05-18,Aceite Mixto,1Kg,48.00,50.00
2022-05-18,Arroz largo,1Kg,20.00,26.00
2022-05-18,Azúcar Estándar,1Kg,36.00,40.00
2022-05-18,Harina de Trigo,1Kg,20.00,25.00
2022-05-18,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-18,Frijol Negro,1Kg,25.00,28.00
2022-05-18,Huevo Blanco,1Kg,38.00,40.00
2022-05-18,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-18,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-18,Aguacate Hass,1Kg,100.00,120.00
2022-05-18,Limón con semilla,1Kg,15.00,20.00
2022-05-18,Guayaba,1Kg,20.00,30.00
2022-05-18,Manzana Golden,1Kg,40.00,50.00
2022-05-18,Manzana Starking,1Kg,45.00,50.00
2022-05-18,Naranja mediana,1Kg,10.00,15.00
2022-05-18,Papaya maradol,1Kg,12.00,23.00
2022-05-18,Piña,1Kg,10.00,16.00
2022-05-18,Plátano,1Kg,15.00,18.00
2022-05-18,Sandía,1Kg,8.00,13.00
2022-05-18,Calabacita Italiana,1Kg,10.00,25.00
2022-05-18,Chile poblano,1Kg,25.00,40.00
2022-05-18,Chile serrano,1Kg,20.00,35.00
2022-05-18,Cebolla bola,1Kg,11.00,15.00
2022-05-18,Chayote sin espina,1Kg,18.00,30.00
2022-05-18,Jitomate Saladette,1Kg,18.00,23.00
2022-05-18,Lechuga romana,1Kg,12.00,15.00
2022-05-18,Papa alpha,1Kg,18.00,23.00
2022-05-18,Pepino,1Kg,10.00,15.00
2022-05-18,Tomate verde,1Kg,10.00,15.00
2022-05-18,Zanahoria mediana,1Kg,8.00,12.00
2022-05-19,Aceite Mixto,1Kg,48.00,50.00
2022-05-19,Arroz largo,1Kg,20.00,26.00
2022-05-19,Azúcar Estándar,1Kg,36.00,40.00
2022-05-19,Harina de Trigo,1Kg,20.00,25.00
2022-05-19,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-19,Frijol Negro,1Kg,25.00,28.00
2022-05-19,Huevo Blanco,1Kg,38.00,40.00
2022-05-19,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-19,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-19,Aguacate Hass,1Kg,100.00,120.00
2022-05-19,Limón con semilla,1Kg,15.00,25.00
2022-05-19,Guayaba,1Kg,17.00,30.00
2022-05-19,Manzana Golden,1Kg,40.00,50.00
2022-05-19,Manzana Starking,1Kg,45.00,50.00
2022-05-19,Naranja mediana,1Kg,10.00,15.00
2022-05-19,Papaya maradol,1Kg,17.00,20.00
2022-05-19,Piña,1Kg,10.00,16.00
2022-05-19,Plátano,1Kg,15.00,18.00
2022-05-19,Sandía,1Kg,8.00,13.00
2022-05-19,Calabacita Italiana,1Kg,10.00,20.00
2022-05-19,Chile poblano,1Kg,22.00,40.00
2022-05-19,Chile serrano,1Kg,20.00,35.00
2022-05-19,Cebolla bola,1Kg,10.00,15.00
2022-05-19,Chayote sin espina,1Kg,23.00,35.00
2022-05-19,Jitomate Saladette,1Kg,16.00,26.00
2022-05-19,Lechuga romana,1Kg,10.00,15.00
2022-05-19,Papa alpha,1Kg,18.00,22.00
2022-05-19,Pepino,1Kg,10.00,15.00
2022-05-19,Tomate verde,1Kg,10.00,15.00
2022-05-19,Zanahoria mediana,1Kg,10.00,12.00
2022-05-24,Aceite Mixto,1Kg,48.00,50.00
2022-05-24,Arroz largo,1Kg,20.00,26.00
2022-05-24,Azúcar Estándar,1Kg,36.00,40.00
2022-05-24,Harina de Trigo,1Kg,20.00,25.00
2022-05-24,Frijol Flor de Mayo,1Kg,24.00,30.00
2022-05-24,Frijol Negro,1Kg,25.00,28.00
2022-05-24,Huevo Blanco,1Kg,38.00,40.00
2022-05-24,Carne Molida
Sirloin 90-10,1Kg,130.00,175.00
2022-05-24,Bistec Diezmillo de
Res,1Kg,148.00,175.00
2022-05-24,Aguacate Hass,1Kg,70.00,120.00
2022-05-24,Limón con semilla,1Kg,15.00,20.00
2022-05-24,Guayaba,1Kg,17.00,30.00
2022-05-24,Manzana Golden,1Kg,40.00,50.00
2022-05-24,Manzana Starking,1Kg,40.00,45.00
2022-05-24,Naranja mediana,1Kg,10.00,15.00
2022-05-24,Papaya maradol,1Kg,15.00,20.00
2022-05-24,Piña,1Kg,10.00,20.00
2022-05-24,Plátano,1Kg,15.00,18.00
2022-05-24,Sandía,1Kg,8.00,13.00
2022-05-24,Calabacita Italiana,1Kg,12.00,20.00
2022-05-24,Chile poblano,1Kg,40.00,60.00
2022-05-24,Chile serrano,1Kg,16.00,25.00
2022-05-24,Cebolla bola,1Kg,10.00,15.00
2022-05-24,Chayote sin espina,1Kg,25.00,35.00
2022-05-24,Jitomate Saladette,1Kg,16.00,26.00
2022-05-24,Lechuga romana,1Kg,10.00,17.00
2022-05-24,Papa alpha,1Kg,18.00,28.00
2022-05-24,Pepino,1Kg,10.00,15.00
2022-05-24,Tomate verde,1Kg,10.00,14.00
